País,Año,N° de expediente,Origen,Tipo,Extracto,Link,Fecha de entrada,Comisión,Cantidad de firmantes,Partido político,¿Lo impulsó el oficialismo?,¿Modifica una ley vigente?,Ley que modifica,¿Estado parlamentario?,Fecha de caducidad,¿Fue aprobado en la Cámara de origen?,¿Criminaliza la expresión?,¿Elimina criminalización?,¿Impone una sanción civil?,¿Elimina una sanción civil?,¿Impone barreras adicionales para la expresión?,¿Regula contenido en Internet?,¿Distingue la expresión online de la offline?,¿Regula intermediarios en internet?,¿Apoyo de sociedad civil?,¿Limita el discurso?,Objetivo legítimo,Legalidad,Necesidad,Proporcionalidad,¿Cumple con todos los elementos del test?,Otros objetivos legítimos (2),Otros objetivos legítimos (3),Análisis del test tripartito
Brasil,2016,PLS 55/2016,Senado,Proyecto de Ley Senado,"Acrescenta o art. 18-A à Lei nº 9.612, de 19 de fevereiro de 1998, para permitir o custeio da operação de rádios comunitárias através da venda de publicidade e propaganda comercial.",https://www25.senado.leg.br/web/atividade/materias/-/materia/124948,2016-02-25,"Comissão de Ciência, Tecnologia, Inovação, Comunicação e Informática.",1,PT,SI,SI,Lei do Serviço de Rádiodifusão Comunitária,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a internet e Infraestructura,,SI,SI,SI,Telecomunicaciones,,PL estabelece que as rádios comunitárias poderão transmitir propaganda e publicidade comerciais ou de interesse público dos estabelecimentos situados na área da comunidade atendida. Aumenta a autonomia das rádios.
Brasil,2016,PL 4777/2016,Diputados,Proyecto de Ley,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e a Lei nº nº 10.446, de 08 de maio de 2002, para tipificar o crime contra a vida de jornalista ou profissional da imprensa no exercício de sua atividade ou em decorrência dela e dispor sobre a participação da Polícia Federal nos crimes contra a atividade jornalística.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2079851,2016-03-17,Comissão de Constituição e Justiça e de Cidadania,1,PDT,NO,SI,Código Penal (DECRETO-LEI Nº 2.848) e Lei nº 10.446/2002,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Libertad de Expresión y Derechos políticos,,SI,SI,SI,Libertad de prensa,,
Brasil,2016,PL 4793/2016,Diputados,Proyecto de Ley,"Altera a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações. Obriga as entidades públicas ou privadas que recebem recursos públicos a divulgar na internet a destinação desses recursos.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2080172,2016-03-22,"Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Trabalho, de Administração e Serviço Público",1,PP,NO,SI,Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,NO,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2016,PLS 130/2016,Senado,Proyecto de Ley Senado,"Dispõe sobre o pedido de explicações previsto no art. 144 do Código Penal, nos casos de informação ofensiva publicada na rede mundial de computadores.",https://www25.senado.leg.br/web/atividade/materias/-/materia/125275,2016-03-22,"Comissão de Constituição, Justiça e Cidadania",1,PSB,NO,SI,Código Penal (Decreto-lei nº 2.848/1940),APROBADO,,NO,SI,NO,SI,NO,SI,SI,NO,SI,,Limita,Honor y reputación,,SI,NO,NO,,,"O PL traz alguns problemas como art. 2º, parágrafo único que estabelece que ""para a correta identificação do responsável pela ofensa, ojuiz poderá requisitar informações constantes de bancos de dados públicos e privados""; e art. 9º, caput ""Havendo indícios razoáveis de materialidade de crime contra a honra e expresso pedido do requerente, o juiz poderá, mesmo antes de recebida a resposta ao pedido de explicações, conceder medida cautelar para a imediata remoção da informação ofensiva da Internet""."
Brasil,2016,PL 4894/2016,Diputados,Proyecto de Ley,"Dispõe sobre os procedimentos a serem observados pelos órgãos de Segurança Pública da União, Estados, Distrito Federal e Municípios em relação a sua transparência e prestação de contas e cria a Lei de Acesso à Informação na Segurança Pública - LAISP",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2081141,2016-03-31,Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Segurança Pública e Combate ao Crime Organizado,1,PT,SI,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,NO,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2016,PLS 172/2016,Senado,Proyecto de Ley Senado,"Altera o art. 327 da Lei nº 4.737, de 15 de julho de 1965, que institui o Código Eleitoral, para incluir, entre as causas de aumento de pena, a prática de crimes contra a honra como parte da execução de pesquisas de opinião pública relativas às eleições ou aos candidatos.",https://www25.senado.leg.br/web/atividade/materias/-/materia/125584,2016-04-20,"Comissão de Constituição, Justiça e Cidadania",1,MDB,NO,SI,Código Eleitoral (Lei n. 4.737/1965),VIGENTE,,NO,SI,NO,NO,NO,SI,NO,NO,NO,,Limita,Honor y reputación,,NO,NO,NO,,,Redação ampla e pouco explicativa.
Brasil,2016,PL 5065/2016,Diputados,Proyecto de Ley,"Altera o artigo 2º da Lei 13.260/2016, dando nova redação ao seu caput e ao seu § 1º, inciso V, acrescendo os incisos VI, VII e VIII ao seu § 1º, e revogando o seu § 2º. Tipifica atos de terrorismo por motivação ideológica, política, social e criminal.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2082470,2016-04-26,Coordenação de Comissões Permanentes / Comissão de Relações Exteriores e de Defesa Nacional / Comissão de Segurança Pública e Combate ao Crime Organizado,1,PR,NO,SI,Lei 13.260/2016,VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,Seguridad nacional,,NO,NO,NO,Seguridad Nacional,Seguridad Nacional,
Brasil,2016,PL 5121/2016,Diputados,Proyecto de Ley,Altera o Estatuto da Criança e do Adolescente para criminalizar o envio de imagens pornográficas visando à prática de ato libidinoso ou sexual,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2082771,2016-04-28,Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania,1,PRB,NO,SI,Lei nº 8.069/1990,VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,NO,SI,Limita,Derechos de los niños,,SI,SI,SI,,,
Brasil,2016,PL 5358/2016,Diputados,Proyecto de Ley,"Altera a redação da Lei nº 7.716, de 5 de janeiro de 1989 e da Lei nº 13.260, de 16 de março de 2016, para criminalizar a apologia ao comunismo",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2085411,2016-05-23,Comissão de Constituição e Justiça e de Cidadania / Coordenação de Comissões Permanentes,1,PSC,NO,SI,Lei nº 7.716/1989 / Lei nº 13.260/2016,VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,"Discriminación, violencia y discursos de odio",,NO,NO,NO,Apología,,
Brasil,2016,PL 5416/2016,Diputados,Proyecto de Ley,"Altera a Lei nº 12.527, de 18 de novembro de 2011, para dispor sobre o acesso a informação de entidades privadas que mantêm vínculo com o setor público, e dá outras providências",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2086011,2016-05-31,"Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Trabalho, de Administração e Serviço Público",1,PSDB,NO,SI,Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,NO,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2016,PLS 272/2016,Senado,Proyecto de Ley Senado,"Altera a Lei nº 13.260, de 16 de março de 2016, a fim de disciplinar com mais precisão condutas consideradas como atos de terrorismo.",https://www25.senado.leg.br/web/atividade/materias/-/materia/126364,2016-07-05,"Comissão de Constituição, Justiça e Cidadania",1,PDT,NO,SI,Lei nº 13.260/2016,VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,Seguridad Nacional,,NO,NO,NO,,,
Brasil,2016,PL 5919/2016,Diputados,Proyecto de Ley,"Altera a Lei n.º 10.671, de 15 de maio de 2003, que dispõe sobre o Estatuto de Defesa do Torcedor, para assegurar o direito constitucional ao livre exercício de manifestação e à plena liberdade de expressão nos locais onde são realizados os eventos desportivos de que trata esta Lei.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2092961,2016-08-03,Comissão do Esporte / Comissão de Constituição e Justiça e de Cidadania,1,PSOL,NO,SI,Lei n.º 10.671/2003,VIGENTE,,NO,SI,SI,NO,SI,NO,NO,NO,NO,,Promueve,Libertad de Expresión y Derechos políticos,,SI,SI,SI,Libertad de expresión,,
Brasil,2016,PL 5944/2016,Diputados,Proyecto de Ley,"Altera a Lei nº 7.716, de 5 de janeiro de 1989, a fim de estabelecer outras formas de discriminação ou preconceito e dá outras providências",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2093328,2016-08-09,Coordenação de Comissões Permanentes,1,PMDB,NO,SI,Lei nº 7.716/1989 / Código Penal (DECRETO-LEI Nº 2.848),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,"Discriminación, violencia y discursos de odio",,SI,SI,SI,Discriminación,,
Brasil,2016,PL 6005/2016,Diputados,Proyecto de Ley,"Institui o programa ""Escola livre"" em todo o território nacional.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2094685,2016-08-16,,1,PSOL,NO,NO,,VIGENTE,,NO,NO,SI,NO,SI,NO,NO,NO,NO,,Promueve,Libertad de Expresión y Derechos políticos,,SI,SI,SI,Libertad de expresión,,
Brasil,2016,PL 6449/2016,Diputados,Proyecto de Ley,"Obriga as operadoras que disponibilizam o acesso à rede mundial de computadores, criarem sistema que filtra e interrompe automaticamente na internet todos os conteúdos de sexo virtual, prostituição, sites pornográficos.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2116534,2016-11-09,"Comissão de Ciência e Tecnologia, Comunicação e Informática / Coordenação de Comissões Permanentes",1,DEM,NO,NO,,VIGENTE,,NO,NO,NO,NO,NO,SI,SI,SI,SI,,Limita,Derechos de los niños,,NO,NO,NO,Responsabilidad de intermediarios,,
Brasil,2016,PL 6749/2016,Diputados,Proyecto de Ley,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para tipificar de forma mais gravosa os crimes de lesão corporal, contra a honra, ameaça e desacato, quando cometidos contra médicos e demais profissionais da saúde no exercício de sua profissão",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2121642,2016-12-15,Coordenaçaõ de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania,1,PSD,NO,SI,Código Penal (DECRETO-LEI Nº 2.848),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,Honor y reputación,,NO,NO,NO,,,
Brasil,2016,PL 6759/2016,Diputados,Proyecto de Ley,Tornar públicas as informações de entidade privadas com ou sem fins lucrativos que recebam recursos públicos.,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2121790,2016-12-19,"Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Trabalho, de Administração e Serviço Público",1,PSOL,NO,SI,Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,NO,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2017,PL 7420/2017,Diputados,Proyecto de Ley,"Altera a Lei nº 9.096, de 19 de setembro de 1995, que ""dispõe sobre partidos políticos e regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal"", e a Lei nº 12.527, de 18 de novembro de 2011, que ""Regula o acesso a informações previsto no inciso XXXIII do art. 5º, no inciso II do § 3º do art. 37 e no § 2º do art. 216 da Constituição Federal; altera a Lei no 8.112, de 11 de dezembro de 1990; revoga a Lei no 11.111, de 5 de maio de 2005, e dispositivos da Lei no 8.159, de 8 de janeiro de 1991; e dá outras providências"", a fim de conferir mais transparência e publicidade aos gastos do Fundo Partidário",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2129646,2017-04-18,Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania,1,PSDB,NO,SI,Lei nº 9.096/1995 / Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,NO,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2017,PLC 30/2017,Diputados,Proyecto de Ley,"Altera Lei nº 8.078, de 11 de setembro de 1990, para proibir a utilização de mensagens subliminares na propaganda veiculada nas emissoras de radiodifusão.",https://www25.senado.leg.br/web/atividade/materias/-/materia/128834,2017-04-18,"Comissão de Transparência, Governança, Fiscalização e Controle e Defesa do Consumidor",1,PT,NO,SI,Código de Defesa do Consumidor (Lei n. 8.078/1990),CADUCADO,2019-05-02,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Derechos del consumidor,,SI,SI,SI,Moral pública,,
Brasil,2017,PL 7463/2017,Diputados,Proyecto de Ley,"Altera o Estatuto da Criança e do Adolescente, a fim de tipificar a conduta de enviar a criança ou adolescente fotografia, vídeo ou outra forma de registro que contenha cena de sexo explícito ou pornográfica",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2130594,2017-04-24,Coordenaçaõ de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania,1,PMDB,SI,SI,Lei no 8.069/1990 (Estatuto da Criança e do Adolescente),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,NO,SI,Limita,Derechos de los niños,,SI,SI,SI,,,
Brasil,2017,PL 7475/2017,Diputados,Proyecto de Ley,Revoga dispositivos do Código Penal que tipificam o crime de rixa e os crimes contra a honra,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2130733,2017-04-24,Coordenaçaõ de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania,1,PMDB,SI,SI,Código Penal (DECRETO-LEI Nº 2.848),VIGENTE,,NO,NO,SI,NO,SI,NO,SI,NO,NO,,Promueve,"Discriminación, violencia y discursos de odio",,SI,SI,SI,Discriminación,Honor y reputación,
Brasil,2017,PLS 172/2017,Senado,Proyecto de Ley Senado,"Modifica a Lei nº 9.610, de 19 de fevereiro de 1998, para permitir a cópia de obras literárias ou didáticas, exclusivamente para fins didáticos ou científicos, cujas edições se encontrem esgotadas.",https://www25.senado.leg.br/web/atividade/materias/-/materia/129373,2017-05-31,"Comissão de Constituição, Justiça e Cidadania",1,MDB,SI,SI,Lei do Direito Autoral (Lei n. 9.610/1998),CADUCADO,2018-12-21,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Propiedad Intelectual,,SI,SI,SI,,,PL positiva que prevê a possibilidade de reprodução de obras esgotadas para fins didáticos ou científicos.
Brasil,2017,PL 7918/2017,Diputados,Proyecto de Ley,"Altera a Lei nº 12.965, de 23 de abril de 2014, e a Lei nº 8.069, de 13 de julho de 1990, para dispor sobre o controle de acesso à pornografia na internet a menores de idade",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2141970,2017-06-20,"Coordenaçaõ de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Ciência e Tecnologia, Comunicação e Informática",1,PMDB,SI,SI,12.965/2014 (Marco Civil da Internet) / Lei nº 8.069/1990 (Estatuto da Criança e do Adolescente),VIGENTE,,NO,SI,NO,SI,NO,NO,SI,SI,SI,,Limita,Derechos de los niños,,SI,NO,NO,,,
Brasil,2017,PL 8073/2017,Diputados,Proyecto de Ley,Trata de aplicação da pena de crime de desacato,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2144821,2017-07-11,"Coordenaçaõ de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Ciência e Tecnologia, Comunicação e Informática",1,PDT,NO,SI,Código Penal (DECRETO-LEI Nº 2.848),VIGENTE,,NO,,NO,,NO,SI,SI,NO,NO,,Limita,Libertad de Expresión y Derechos políticos,,NO,NO,NO,Desacato,,"Reforça criminalização do desacato, tipo penal incompatível com os parêmetros do sistema interamericano de direitos humanos"
Brasil,2017,PL 8125/2017,Diputados,Proyecto de Ley,Proíbe a exposição pública de imagens com conteúdo erótico ou pornográfico,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2146090,2017-08-01,Coordenaçaõ de Comissões Permanentes,1,PP,NO,NO,,VIGENTE,,NO,NO,NO,SI,NO,SI,SI,SI,NO,,Limita,Moderación de Contenidos y responsabilidad de intermediarios,,NO,NO,NO,Pornografía,,
Brasil,2017,PL 8167/2017,Diputados,Proyecto de Ley,"Inclui § 7º ao art. 11, da Lei Federal nº 12.527, de 18 de novembro de 2011, para instituir a comunicação pública virtual por meio do uso de aplicativos que funcionem sob a forma de canais abertos para acesso de qualquer interessado",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2146349,2017-08-03,"Coordenação de Comissões Permanentes / Comissão de Trabalho, de Administração e Serviço Público",1,PDT,NO,SI,Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,SI,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2017,PL 8309/2017,Diputados,Proyecto de Ley,Aumenta a pena do crime de divulgação de imagem íntima de criança ou adolescente e tipifica a conduta de exposição de intimidade sexual,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2148120,2017-08-16,Coordenaçaõ de Comissões Permanentes,1,PTN,NO,SI,12.965/2014 (Marco Civil da Internet) / Lei nº 8.069/1990 (Estatuto da Criança e do Adolescente),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,SI,,Limita,Derechos de los niños,,SI,NO,NO,,,Tipo penal demasiadamente amplo e mal definido
Brasil,2017,PL 8503/2017,Diputados,Proyecto de Ley,"Altera a Lei nº 12.527, de 18 de Novembro de 2011 (Lei de Acesso à Informação), para tornar expresso o direito de obter informações relativas à aquisição e funcionamento de softwares, hardwares e códigos mediadores de funções públicas e tornar obrigatória a disponibilização dos códigos-fonte dos algoritmos utilizados para a distribuição de processos nos órgãos do Poder Judiciário",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2150508,2017-09-05,"Coordenação de Comissões Permanentes / Comissão de Trabalho, de Administração e Serviço Público",1,PSOL,NO,SI,Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,SI,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2017,PLS 323/2017,Senado,Proyecto de Ley Senado,"Altera a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), que estabelece princípios, garantias, direitos e deveres para o uso da Internet no Brasil, para coibir a propagação de discurso de ódio nas redes sociais.",https://www25.senado.leg.br/web/atividade/materias/-/materia/130820,2017-09-13,"Comissão de Ciência, Tecnologia, Inovação, Comunicação e Informática e Comissão de Constituição, Justiça e Cidadania",1,PSDB,NO,SI,Marco Civill da Internet (Lei nº 12.965/2014),CADUCADO,2018-03-13,NO,NO,NO,SI,NO,NO,SI,NO,SI,,Promueve,"Discriminación, violencia y discursos de odio",,SI,SI,SI,Discurso de odio,Responsabilidad de intermediarios,
Brasil,2017,PL 8860/2017,Diputados,Proyecto de Ley,"Regula o acesso a informações acerca dos gastos públicos, no contexto da Lei nº 12.527 de 18 de novembro de 2011 (Lei de Acesso à Informação) e dá outras providências",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2156534,2017-10-17,"Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Trabalho, de Administração e Serviço Público",1,PSDB,NO,SI,Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,SI,NO,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2017,PL 8863/2017,Diputados,Proyecto de Ley,Dispõe sobre a restrição de acesso a exposições públicas de obras e manifestações culturais que possuam conteúdo pornográfico ou de sexo explícito,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2157609,2017-10-18,Coordenaçaõ de Comissões Permanentes,1,SD,NO,NO,,VIGENTE,,NO,SI,NO,SI,NO,SI,NO,NO,NO,,Limita,Libertad de Expresión y Derechos políticos,,NO,NO,NO,Libertad de expresión,,
Brasil,2017,PL 8876/2017,Diputados,Proyecto de Ley,"Altera os arts. 74, 75, 81, 240 e 241 da Lei nº 8.609, de 13 de julho de 1990, para dispor sobre classificação indicativa para exposições de museus e espaços congêneres",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2157729,2017-10-18,Coordenaçaõ de Comissões Permanentes,1,PR,NO,SI,Lei nº 8.069/1990 (Estatuto da Criança e do Adolescene),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,NO,,Limita,Derechos de los niños,,NO,NO,NO,,,
Brasil,2017,PL 8927/2017,Diputados,Proyecto de Ley,"Altera a Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para dispor sobre o controle de acesso à pornografia nos museus, teatros, cinemas e exposições a menores de idade",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2158277,2017-10-24,Coordenaçaõ de Comissões Permanentes,1,PMDB,SI,SI,Lei nº 8.069/1990 (Estatuto da Criança e do Adolescene),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,Derechos de los niños,,NO,NO,NO,,,
Brasil,2017,PL 9057/2017,Diputados,Proyecto de Ley,"Altera o Estatuto da Criança e do Adolescente para criminalizar a produção, a execução e a venda de obra visual de desenho com estórias em quadrinhos ou obra audiovisual do tipo animação que contenha cena de sexo explícito ou pornográfica",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2160918,2017-11-08,Coordenaçaõ de Comissões Permanentes,1,PR,NO,SI,Lei nº 8.069/1990 (Estatuto da Criança e do Adolescene),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,SI,,Limita,Derechos de los niños,,,NO,NO,,,
Brasil,2017,PLS 461/2017,Senado,Proyecto de Ley Senado,"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código do Consumidor), para incluir o uso de visões desiguais de gênero no rol dos elementos que caracterizam a publicidade abusiva.",https://www25.senado.leg.br/web/atividade/materias/-/materia/131717,2017-11-27,"Comissão de Transparência, Governança, Fiscalização, Controle e Defesa do Consumidor",1,PCdoB,NO,SI,Código de Defesa do Consumidor (Lei n. 8.078/1990),VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Limita,"Discriminación, violencia y discursos de odio",NO,SI,SI,NO,Violencia de género,,"O PL coloca como abusiva a publicidade veiculem visões desiguais de gênero ou que sejam ofensivas a qualquer grupamento de gênero. Contudo, usa alguns termos muito amplos como""ofereça sugestões de comportamento que procurem incindir, sem fundamentos razoáveis, sobre as escolhas e a autoimagem da pessoa a respeito de suas atividades e funções sociais, profissionais, familiares, políticas, morais e econômicas"""
Brasil,2017,PLS 506/2017,Senado,Proyecto de Ley Senado,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente) para vedar o acesso de crianças e adolescentes a exibições artísticas inadequadas.",https://www25.senado.leg.br/web/atividade/materias/-/materia/131961,2017-12-13,"Comissão de Educação, Cultura e Esporte",6,"PL, PODEMOS, PSBD, REPUBLICANOS E PROS",NO,SI,Estatuto da Criança e do Adolescente (Lei nº 8.069/1990),CADUCADO,2018-12-21,NO,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Derechos de los niños,,NO,NO,NO,,,
Brasil,2017,PL 9426/2017,Diputados,Proyecto de Ley,"Altera a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação), para vedar a recusa imotivada de recebimento de pedido de acesso a informação e estabelecer a competência da autoridade prolatora da decisão para receber o recurso administrativo",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2166868,2017-12-19,"Coordenação de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania / Comissão de Trabalho, de Administração e Serviço Público",1,PLS,NO,SI,Lei nº 12.527/2011,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a la información,,SI,SI,SI,,,
Brasil,2018,PL 9532/2018,Diputados,Proyecto de Ley,"Altera a Lei nº 4.737, de 15 de julho de 1965, que institui o Código Eleitoral, para dispor sobre as fake news e dá outras providências",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2167859,2018-02-07,Coordenaçaõ de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania,1,DEM,NO,SI,Lei nº 4.737/1965 (Código Eleitoral),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,NO,,Limita,Libertad de Expresión y Derechos políticos,,,NO,NO,Libertad electoral,Fake News,
Brasil,2018,PL 9533/2018,Diputados,Proyecto de Ley,"Altera a Lei nº 7.170, de 14 de dezembro de 1983, que define os crimes contra a segurança nacional, a ordem política e social, estabelece seu processo e julgamento e dá outras providências, para dispor sobre o incitamento através das redes sociais",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2167860,2018-02-07,Coordenaçaõ de Comissões Permanentes / Comissão de Constituição e Justiça e de Cidadania,1,DEM,NO,SI,Lei nº 7.170/1983,VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,NO,,Limita,"Discriminación, violencia y discursos de odio",,,NO,NO,Discurso de odio,Seguridad Nacional,
Brasil,2018,PL 9542/2018,Diputados,Proyecto de Ley,"Aumenta a pena dos crimes de discriminação ou preconceito de raça, cor, etnia, religião ou procedência nacional (xenofobia), e de injúria racial",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2167881,2018-02-07,Coordenação de Comissões Permanentes,1,DEM,NO,SI,Lei nº 7.716/1989 / Decreto-Lei nº 2.848/1940 (Código Penal),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,"Discriminación, violencia y discursos de odio",,SI,SI,SI,Discriminación,Libertad de culto,
Brasil,2018,PL 9554/2018,Diputados,Proyecto de Ley,"Acrescenta artigo ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para tipificar o crime de divulgação de informação falsa - fakenews",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2167903,2018-02-07,"Coordenação de Comissões Permanentes / Comissão de Ciência e Tecnologia, Comunicação e Informática",1,PDT,NO,SI,Código Penal (DECRETO-LEI Nº 2.848),VIGENTE,,NO,SI,NO,SI,NO,SI,SI,SI,NO,,Limita,Seguridad nacional,,NO,NO,NO,Fake News,Fake News,
Brasil,2018,PL 9604/2018,Diputados,Proyecto de Ley,"Dispõe sobre o abuso do direito de articulação de movimentos sociais, destinado a dissimular atuação terrorista, inserindo parágrafo no art. 2º da Lei nº 13.260, de 16 de março de 2016",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2168253,2018-02-21,Coordenação de Comissões Permanentes / Comissão de Segurança Pública e Combate ao Crime Organizado,1,PP,NO,SI,Lei nº 12.260/2016,VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,NO,,Limita,Seguridad nacional,,NO,NO,NO,Seguridad Nacional,Seguridad Nacional,
